workerid,trial_type,question,verb phrase,entire sentence,specific,noun phrase,response,tgrep id,order
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,student loans,loans,Specific,5958:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",music,blues,Specific,148447:14,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",consumer goods,things,Specific,176:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,"hard, snowy",winters,Specific,67262:12,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",the occupation where speaker #2 works,companies,Specific,1679:53,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",those who live in the area,people,Specific,11134:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,parents of children (who are friends instead),parents,Specific,36123:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",weather events,things,Specific,139264:6,2
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,,winters,General,67262:12,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",,diesels,General,57573:4,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",parents who use daycare centers,parents,Specific,97451:23,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",,companies,General,1679:53,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,,phone books,General,16679:8,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,,interest rates,General,113118:8,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",,people,General,24791:16,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",,things,General,139264:6,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,,rollers,General,142815:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,,technical people,General,9996:8,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,,parents,General,36123:4,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",,people,General,11134:8,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,College loans,loans,Specific,5958:6,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,1
5,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,1
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",,parents,General,97451:23,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,,winters,General,67262:12,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,,technical people,General,9996:8,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,,rollers,General,142815:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",,people,General,24791:16,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,,parents,General,36123:4,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",,people,General,11134:8,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",,companies,General,1679:53,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,,loans,General,5958:6,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,,phone books,General,16679:8,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",,diesels,General,57573:4,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",,things,General,139264:6,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,2
6,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,,interest rates,General,113118:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,,winters,General,67262:12,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",,people,General,24791:16,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,,loans,General,5958:6,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",,people,General,11134:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",,diesels,General,57573:4,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,", engineering job,companies,Specific,1679:53,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,,parents,General,36123:4,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,,interest rates,General,113118:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",,things,General,139264:6,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,old phone books,phone books,Specific,16679:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,,rollers,General,142815:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",,parents,General,97451:23,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,,technical people,General,9996:8,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,2
7,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,2
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,,interest rates,General,113118:8,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,student loans,loans,Specific,5958:6,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",people in the cities,people,Specific,24791:16,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,,parents,General,36123:4,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,technical people who&quotechard be applying to that school or hiring people from that school.,technical people,Specific,9996:8,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",parents of the kids in a work-based daycare,parents,Specific,97451:23,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",people in the society that the person is speaking about,people,Specific,175:4,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",companies in that kind of engineering,companies,Specific,1679:53,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",weather-related severe happenings,things,Specific,139264:6,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",diesels in cars,diesels,Specific,57573:4,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,,winters,General,67262:12,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,,phone books,General,16679:8,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",,people,General,11134:8,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,paint rollers,rollers,Specific,142815:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,1
8,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,1
