workerid,trial_type,question,verb phrase,entire sentence,specific,order:,noun phrase,tgrep id,response
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",recycle,0,people,11134:8,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",have no privacy,0,people,5957:2,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,travel,0,people,6712:12,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",are facing consequences,0,people,14418:14,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",talk about the death penalty,0,people,158267:12,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,witness a crime,0,people,116469:6,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",want to talk to the movie critic,0,people,733:34,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",grow up poor,0,people,24791:16,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,have a gun,0,people,428:6,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,live near the factory,0,people,11872:4,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,travel,0,people,75242:4,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",have kids in sports,0,people,141184:4,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",send packages,0,people,75236:9,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,don&quotechart want more stuff,0,people,23379:12,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,aren&quotechart worried,0,people,22414:4,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",see snow,0,people,137933:16,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,live in north carolina,0,so many people,76838:19,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,do crazy stuff,0,people,1415:4,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",smuggle stuff into prison,0,people,13451:14,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think about computers,0,people,618:35,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",exercise at night,0,people,22387:13,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,know about technology,0,technical people,9996:8,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,sue people in court,0,people,174356:4,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want conveniences,0,people,166244:11,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",get denied a drivers license,0,people,5727:7,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets,0,people,6276:14,People who
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",enter a home,0,people,175:4,"People, when they"
0,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",commit crimes,0,people,4811:9,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technical,1,technical people,9996:8,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",are denied a privilege,1,people,5727:7,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,shoot people,1,people,1415:4,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",work at this place,1,people,11134:8,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,sue people,1,people,174356:4,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,have cans,1,people,23379:12,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",are looking for jobs,1,people,166244:11,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",live in Plano,1,people,141184:4,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",live in cities,1,people,24791:16,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",are on trial,1,people,14418:14,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",live in Monterrey,1,people,22387:13,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",are in jail,1,people,13451:14,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",live in Manhattan,1,people,6276:14,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,see a crime happen,1,people,116469:6,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,exist,1,people,75242:4,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",are at a door,1,people,175:4,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in offices,1,people,5957:2,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",go to prison,1,people,4811:9,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,grab you,1,people,22414:4,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,live in that neighborhood,1,people,11872:4,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,have guns,1,people,428:6,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",ship things,1,people,75236:9,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers,1,people,618:35,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",watch a talk show,1,people,733:34,"People, when they"
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,talk,1,so many people,76838:19,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",talk about crime,1,people,158267:12,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",live in Mississippi,1,people,137933:16,People who
1,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,tour places,1,people,6712:12,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,commit crimes,0,people,22414:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",are in business.,0,people,75236:9,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",want to do something illegal.,0,people,13451:14,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",are part of her culture.,0,people,175:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,try to hurt animals (cats).,0,people,1415:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,are involved in business.,0,people,75242:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,live in that neighborhood.,0,people,11872:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",are sentenced to prison.,0,people,4811:9,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,file frivolous lawsuits.,0,people,174356:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,have been to North Carolina.,0,so many people,76838:19,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",live in Manhattan and have dogs.,0,people,6276:14,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",think the death penalty is a deterrent.,0,people,158267:12,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,witness a crime and don&quotechart intervene.,0,people,116469:6,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want to maintain a certain quality of life.,0,people,166244:11,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers.,0,people,618:35,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,have the same interests as Speaker 1.,0,people,6712:12,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",live in cities and are unable to relocate.,0,people,24791:16,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",are facing serious consequences.,0,people,14418:14,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",listen to the radio show.,0,people,733:34,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",live in Mississippi.,0,people,137933:16,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,collect cans for recycling.,0,people,23379:12,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",live in this area of Texas.,0,people,141184:4,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",live in Monterray.,0,people,22387:13,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,work in scientific fields.,0,technical people,9996:8,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",care about recycling.,0,people,11134:8,People who
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,learn about gun safety.,0,people,428:6,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",think about being denied a driver&quotechars license.,0,people,5727:7,"People, when they"
2,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in an open office.,0,people,5957:2,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",lie,0,people,14418:14,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are poor,0,people,24791:16,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",get denied a driver license,0,people,5727:7,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",are conscious about their kids sports,0,people,141184:4,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technical,0,technical people,9996:8,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,do not do anything to help others,0,people,116469:6,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want everything,0,people,166244:11,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",run in the park,0,people,22387:13,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",live in Mississippi,0,people,137933:16,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,don&quotechart assume a gun is loaded,0,people,428:6,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",say they will kill someone,0,people,158267:12,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,have visited the area,0,so many people,76838:19,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets there,0,people,6276:14,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",use fed ex,0,people,75236:9,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,dont take responsibility,0,people,174356:4,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",do not nock ,0,people,175:4,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in an open office,0,people,5957:2,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,are risk takers,0,people,1415:4,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",get paraphonelia in prison,0,people,13451:14,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",call in to the show,0,people,733:34,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,do not empathize,0,people,22414:4,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",like computers,0,people,618:35,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,travel,0,people,75242:4,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,think differently,0,people,6712:12,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,wake up due to smoke,0,people,11872:4,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,do not reecycle,0,people,23379:12,People who
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",recycle,0,people,11134:8,"People, when they"
3,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",make a bad decision ,0,people,4811:9,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,own guns,0,people,428:6,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",have kids,0,people,141184:4,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,assault others,0,people,22414:4,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",have unrealistic expectations,0,people,166244:11,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,tour vermont,0,people,6712:12,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,shoot others,0,people,1415:4,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in an open office,0,people,5957:2,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",are dishonest,0,people,14418:14,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are smart,0,technical people,9996:8,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",watch talk shows,0,people,733:34,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",are in prison,0,people,13451:14,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",see snow,0,people,137933:16,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",have no concept of privacy,0,people,175:4,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",live in monterrey,0,people,22387:13,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,get sued,0,people,174356:4,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",are in prison,0,people,4811:9,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,witness crime,0,people,116469:6,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are poor,0,people,24791:16,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",need a package delivered quickly,0,people,75236:9,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have dogs,0,people,6276:14,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",support the death penalty,0,people,158267:12,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,travel,0,people,75242:4,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",recycle aluminum cans,0,people,11134:8,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,mention north carolina,0,so many people,76838:19,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,don&quotechart have space,0,people,23379:12,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers,0,people,618:35,"People, when they"
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",get their drivers licence suspended,0,people,5727:7,People who
4,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,live in that neighborhood,0,people,11872:4,People who
