workerid,trial_type,question,verb phrase,entire sentence,specific,order:,noun phrase,tgrep id,response
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,live in north carolina,1,so many people,76838:19,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",recycle,1,people,11134:8,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technical,1,technical people,9996:8,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,are tourists,1,people,6712:12,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,throw out cans,1,people,23379:12,"People, when they"
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",are being judged,1,people,14418:14,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",have office jobs,1,people,5957:2,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",enter rooms,1,people,175:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",are sports fans,1,people,141184:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,are living,1,people,116469:6,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",discuss the death penalty,1,people,158267:12,"People, when they"
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,are average,1,people,22414:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are poor,1,people,24791:16,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,are your average person,1,people,428:6,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,refuse to be accountable,1,people,174356:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,are travelers,1,people,75242:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers,1,people,618:35,"People, when they"
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",make mistakes,1,people,4811:9,"People, when they"
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",live in manhattan,1,people,6276:14,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,are crazy,1,people,1415:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,get up in the morning,1,people,11872:4,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",order things,1,people,75236:9,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",run in the park,1,people,22387:13,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",are drug addicts,1,people,13451:14,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",get upset,1,people,5727:7,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",see snow,1,people,137933:16,"People, when they"
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want changes,1,people,166244:11,People who
5,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",call in,1,people,733:34,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,have been to North Carolina,1,so many people,76838:19,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,own guns,1,people,428:6,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in offices,1,people,5957:2,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",mail things,1,people,75236:9,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,don&quotechart have a lot of storage,1,people,23379:12,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",watch channel eight,1,people,733:34,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",have to walk further to recycle ,1,people,11134:8,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets,1,people,6276:14,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",open doors,1,people,175:4,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,chase other people with weapons,1,people,1415:4,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",have kids,1,people,141184:4,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technical thinking,1,technical people,9996:8,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",live in monterrey,1,people,22387:13,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",defend the death penalty,1,people,158267:12,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",are in prison.,1,people,13451:14,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers,1,people,618:35,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",try to maintain a certain standard of living,1,people,166244:11,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",are denied a driver&quotechars license.,1,people,5727:7,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,travel,1,people,75242:4,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",see snow,1,people,137933:16,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,wake up,1,people,11872:4,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,commit crimes ,1,people,22414:4,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",live in bad school districts,1,people,24791:16,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,see crimes committed.,1,people,116469:6,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,like different things,1,people,6712:12,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",commit crimes for the first time,1,people,4811:9,People who
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,don&quotechart want to take responsibility for their own actions,1,people,174356:4,"People, when they"
6,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",lie to avoid legal consequences ,1,people,14418:14,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",are for the death penalty,0,people,158267:12,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",need a job,0,people,166244:11,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers,0,people,618:35,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",own dogs,0,people,6276:14,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,don&quotechart want to take responsibility,0,people,174356:4,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",are denied a drivers license,0,people,5727:7,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,use Fed Ex,0,people,75242:4,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",arrive at a door,0,people,175:4,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,do crazy things,0,people,1415:4,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",call in,0,people,733:34,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",recycle,0,people,11134:8,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,get into different aspects,0,people,6712:12,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are trapped economically,0,people,24791:16,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",lie,0,people,14418:14,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in open offices,0,people,5957:2,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",use fed ex,0,people,75236:9,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,commit crimes,0,people,22414:4,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",exercise,0,people,22387:13,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,witness a crime,0,people,116469:6,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,don&quotechart practice gun safety,0,people,428:6,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,have experienced North Carolina,0,so many people,76838:19,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",aren&quotechart used to snow,0,people,137933:16,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",serve prison sentences,0,people,4811:9,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,get up,0,people,11872:4,"People, when they"
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,have limited storage space,0,people,23379:12,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",have kids,0,people,141184:4,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,know the school,0,technical people,9996:8,People who
7,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",want drugs ,0,people,13451:14,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,are crazy,1,people,1415:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,are technical,1,technical people,9996:8,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",commit crimes,1,people,14418:14,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are poor,1,people,24791:16,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",involve themselves in their kids lives,1,people,141184:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",encounter snow,1,people,137933:16,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",break the law,1,people,4811:9,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",are scared of migrant criminals,1,people,22387:13,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work at offices,1,people,5957:2,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,accidentally shoot themselves,1,people,428:6,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",barge in on others,1,people,175:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,travel,1,people,6712:12,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want to move up the social ladder,1,people,166244:11,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,are cold,1,people,22414:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",have lost their license,1,people,5727:7,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,see something bad happen and do nothing,1,people,116469:6,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",live in the community,1,people,11134:8,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",work for ibm,1,people,618:35,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",are in prison,1,people,13451:14,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",ship things,1,people,75236:9,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,expect other people to store things,1,people,23379:12,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,get up early,1,people,11872:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,move around,1,people,75242:4,"People, when they"
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",like this movie critic,1,people,733:34,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,sue others,1,people,174356:4,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,live in north carolina,1,so many people,76838:19,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets in the city,1,people,6276:14,People who
8,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",claim the death penalty deters others,1,people,158267:12,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to take responsibility,people don&quotechart want  to take responsibility.,don&quotechart take responsibility.,0,people,174356:4,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",want all of that,"but, uh people want all of that",want a job and lots of things.,0,people,166244:11,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",don&quotechart knock,0,people,175:4,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are really concerned,"but, people are really concerned,",throw cans away.,0,people,11134:8,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","use fed ex, all the time","and nowadays people use fed ex, all the time.",use fed ex,0,people,75236:9,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",have little cubicles,"and, and people have little cubicles.",work in cubicles.,0,people,5957:2,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart have room for that kind of stuff,you know people don&quotechart have room for that kind of stuff.,save aluminum cans.,0,people,23379:12,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are trapped  economically,"but, of course, people are trapped  economically",are economically trapped.,0,people,24791:16,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",know that,and technical people know that.,like technology,0,technical people,9996:8,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get very upset,"i mean, in other words if the government denies you driving, denies you a driver&quotechars license, people get very upset.",are denied a license.,0,people,5727:7,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",talk about that area,i&quotecharve heard so many people talk about that area.,talk about a place.,0,so many people,76838:19,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",think of computers,"or as far as that goes, you know, people think of computers, they think of i b m a lot of times.",think of computers.,0,people,618:35,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart want  to believe that,and people don&quotechart want  to believe that.,assume a gun isn&quotechart loaded.,0,people,428:6,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",seem  to get into different aspects,i mean people seem  to get into different aspects.,do a lot of different things.,0,people,6712:12,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","are, real sports conscious","people are, real sports conscious and really get involved with their kids, sports activities and,",really enjoy sports.,0,people,141184:4,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",lie,"you know, people lie,",lie to protect themselves.,0,people,14418:14,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",run in the park,"and, uh, people run in the park,",run in the park,0,people,22387:13,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",find ways around,"you know, people find ways around.",find ways to get things in prison.,0,people,13451:14,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",say that,"i mean people say that,",say that.,0,people,158267:12,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?","go, what&quotechars this stuff ","if it does, people go, what&quotechars this stuff .",first see snow.,0,people,137933:16,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do,"i mean, people do,",have pets.,0,people,6276:14,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",make mistakes,"hey, people make mistakes.",make mistakes,0,people,4811:9,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",do seem  to travel more,people do seem  to travel more.,travel more.,0,people,75242:4,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",get up in the morning in that neighborhood,people get up in the morning in that neighborhood,get up in the morning,0,people,11872:4,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are just totally unfeeling,people are just totally unfeeling.,don&quotechart feel for others.,0,people,22414:4,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",are crazy,people are crazy.,are crazy,0,people,1415:4,People who
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",don&quotechart do anything,and people don&quotechart do anything.,don&quotechart do anything.,0,people,116469:6,"People, when they"
9,single_generic_trial,"In the underlined statement, what group of people is the speaker talking about?",call in,"and, and, and people call in",call in to the talk show.,0,people,733:34,"People, when they"
